cif,FundID,cust_rlv,fund_rlv
1000303920,IV076,5,5
1000304164,NN021,4,2
1000304314,FD086,4,4
1000304314,FD085,4,3
1000304314,FD011,4,3
1000304338,IN001,5,5
1000304338,FD029,5,4
1000304338,06025,5,5
1000304338,UB047,5,5
1000304338,UA013,5,5
1000304338,SC120,5,5
1000304585,NN052,4,4
1000304585,FD017,4,4
1000304585,06022,4,4
1000304670,02007,3,3
1000304779,06024,5,4
1000304958,02007,3,3
1000304995,01008,4,3
1000304995,AL003,4,3
1000305183,PI153,3,3
1000305838,AL003,4,3
1000305838,02007,4,3
1000305925,02007,4,3
1000305925,AL003,4,3
1000306306,NN025,4,3
1000306306,FC005,4,4
1000306306,AL003,4,3
1000306306,02007,4,3
1000306654,02007,3,3
1000306794,PI124,4,3
1000306813,PT030,4,4
1000306859,06022,5,4
1000307195,16002,5,4
1000307577,AL002,3,3
1000307610,UA003,3,3
1000308011,AL003,5,3
1000308055,NN026,3,3
1000308614,PI152,4,2
1000308766,PI152,3,2
1000308768,02010,5,5
1000308832,FD067,5,5
1000309095,02007,4,3
1000309278,UB047,5,5
1000309554,07004,4,2
1000309554,03003,4,2
1000309554,06017,4,4
1000309607,16003,4,4
1000309664,AL003,4,3
1000310311,AL003,4,3
1000310711,AL003,5,3
1000310730,FD004,3,3
1000310730,02007,3,3
1000310956,06017,4,4
1000311039,AL003,4,3
1000311339,AL003,3,3
1000311896,AL003,3,3
1000311952,AL003,3,3
1000312025,AL003,3,3
1000312493,NN025,5,3
1000312493,IN001,5,5
1000312493,AL003,5,3
1000312493,PT023,5,4
1000312493,PI153,5,3
1000313845,PI153,5,3
